nconf;datareg;codall;regione;provincia;comune;Sezione ;specie;materiale;ceppo;antibiotico;ris
184.996;09/07/2018;;Lombardia;BG;Ubiale Clanezzo;Sezione di Bergamo - Laboratorio Diagnostica Generale;PAPPAGALLO;ANIMALE VIVO/CARCASSA;Escherichia coli;Rifampicina;R
184.996;09/07/2018;;Lombardia;BG;Ubiale Clanezzo;Sezione di Bergamo - Laboratorio Diagnostica Generale;PAPPAGALLO;ANIMALE VIVO/CARCASSA;Escherichia coli;Tetraciclina;S
184.996;09/07/2018;;Lombardia;BG;Ubiale Clanezzo;Sezione di Bergamo - Laboratorio Diagnostica Generale;PAPPAGALLO;ANIMALE VIVO/CARCASSA;Escherichia coli;Tilmicosina;R
184.996;09/07/2018;;Lombardia;BG;Ubiale Clanezzo;Sezione di Bergamo - Laboratorio Diagnostica Generale;PAPPAGALLO;ANIMALE VIVO/CARCASSA;Escherichia coli;Trimetoprim + Sulfonamidi;S
186.489;10/07/2018;222BG045;Lombardia;BG;Urgnano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Amoxicillina + Ac.Clavulanico;S
186.489;10/07/2018;222BG045;Lombardia;BG;Urgnano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Ampicillina;S
186.489;10/07/2018;222BG045;Lombardia;BG;Urgnano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Cefalotina;S
186.489;10/07/2018;222BG045;Lombardia;BG;Urgnano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Ceftiofur;S
186.489;10/07/2018;222BG045;Lombardia;BG;Urgnano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Enrofloxacin;S
186.489;10/07/2018;222BG045;Lombardia;BG;Urgnano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Eritromicina;S
186.489;10/07/2018;222BG045;Lombardia;BG;Urgnano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Kanamicina;S
186.489;10/07/2018;222BG045;Lombardia;BG;Urgnano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Oxacillina;S
186.489;10/07/2018;222BG045;Lombardia;BG;Urgnano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Penicillina;S
186.489;10/07/2018;222BG045;Lombardia;BG;Urgnano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Pirlimicina;S
186.489;10/07/2018;222BG045;Lombardia;BG;Urgnano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Rifampicina;S
186.489;10/07/2018;222BG045;Lombardia;BG;Urgnano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Sulfisoxazolo;S
186.489;10/07/2018;222BG045;Lombardia;BG;Urgnano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Tetraciclina;S
186.489;10/07/2018;222BG045;Lombardia;BG;Urgnano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Tilmicosina;S
186.489;10/07/2018;222BG045;Lombardia;BG;Urgnano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Trimetoprim + Sulfonamidi;S
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Amoxicillina + Ac.Clavulanico;S
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Ampicillina;R
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Cefalotina;S
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Ceftiofur;S
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Enrofloxacin;S
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Eritromicina;S
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Kanamicina;S
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Oxacillina;R
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Penicillina;S
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Pirlimicina;S
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Rifampicina;R
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Sulfisoxazolo;R
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Tetraciclina;R
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Tilmicosina;S
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Trimetoprim + Sulfonamidi;R
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Amoxicillina + Ac.Clavulanico;R
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Ampicillina;R
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Cefalotina;S
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Ceftiofur;S
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Enrofloxacin;S
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Eritromicina;S
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Kanamicina;S
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Oxacillina;S
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Penicillina;R
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Pirlimicina;S
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Rifampicina;S
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Sulfisoxazolo;S
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Tetraciclina;R
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Tilmicosina;R
187.282;10/07/2018;112BG001;Lombardia;BG;Val Brembilla;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Staphylococcus aureus;Trimetoprim + Sulfonamidi;R
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Pseudomonas;Amikacina;S
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Pseudomonas;Amoxicillina + Ac.Clavulanico;R
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Pseudomonas;Ampicillina;R
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Pseudomonas;Cefazolina;R
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Pseudomonas;Cefpodoxime;R
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Pseudomonas;Clindamicina;R
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Pseudomonas;Cloramfenicolo;R
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Pseudomonas;Enrofloxacin;S
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Pseudomonas;Eritromicina;R
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Pseudomonas;Gentamicina;S
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Pseudomonas;Kanamicina;R
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Pseudomonas;Nitrofurantoina;R
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Pseudomonas;Penicillina;R
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Pseudomonas;Rifampicina;R
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Pseudomonas;Tetraciclina;R
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Pseudomonas;Tilmicosina;R
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Pseudomonas;Trimetoprim + Sulfonamidi;R
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Streptococcus;Amikacina;S
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Streptococcus;Amoxicillina + Ac.Clavulanico;S
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Streptococcus;Ampicillina;S
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Streptococcus;Cefazolina;S
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Streptococcus;Cefpodoxime;S
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Streptococcus;Clindamicina;S
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Streptococcus;Cloramfenicolo;S
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Streptococcus;Enrofloxacin;S
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Streptococcus;Eritromicina;S
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Streptococcus;Gentamicina;S
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Streptococcus;Kanamicina;S
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Streptococcus;Nitrofurantoina;S
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Streptococcus;Penicillina;S
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Streptococcus;Rifampicina;S
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Streptococcus;Tetraciclina;S
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Streptococcus;Tilmicosina;S
187.713;10/07/2018;000IX000;Non definita;ND;Non Definito;Sezione di Bergamo - Laboratorio Diagnostica Generale;CANE;ESSUDATO;Gen. Streptococcus;Trimetoprim + Sulfonamidi;S
198.81;19/07/2018;;Lombardia;BG;Orio al Serio;Sezione di Bergamo - Laboratorio Diagnostica Generale;POLLO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Acido Nalidixico;R
198.81;19/07/2018;;Lombardia;BG;Orio al Serio;Sezione di Bergamo - Laboratorio Diagnostica Generale;POLLO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Amoxicillina + Ac.Clavulanico;S
198.81;19/07/2018;;Lombardia;BG;Orio al Serio;Sezione di Bergamo - Laboratorio Diagnostica Generale;POLLO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Ampicillina;R
198.81;19/07/2018;;Lombardia;BG;Orio al Serio;Sezione di Bergamo - Laboratorio Diagnostica Generale;POLLO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Cefalexina;S
198.81;19/07/2018;;Lombardia;BG;Orio al Serio;Sezione di Bergamo - Laboratorio Diagnostica Generale;POLLO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Cefazolina;S
198.81;19/07/2018;;Lombardia;BG;Orio al Serio;Sezione di Bergamo - Laboratorio Diagnostica Generale;POLLO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Ceftiofur;S
198.81;19/07/2018;;Lombardia;BG;Orio al Serio;Sezione di Bergamo - Laboratorio Diagnostica Generale;POLLO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Colistina;S
198.81;19/07/2018;;Lombardia;BG;Orio al Serio;Sezione di Bergamo - Laboratorio Diagnostica Generale;POLLO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Enrofloxacin;I
198.81;19/07/2018;;Lombardia;BG;Orio al Serio;Sezione di Bergamo - Laboratorio Diagnostica Generale;POLLO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Eritromicina;I
198.81;19/07/2018;;Lombardia;BG;Orio al Serio;Sezione di Bergamo - Laboratorio Diagnostica Generale;POLLO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Florfenicolo;S
198.81;19/07/2018;;Lombardia;BG;Orio al Serio;Sezione di Bergamo - Laboratorio Diagnostica Generale;POLLO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Gentamicina;S
198.81;19/07/2018;;Lombardia;BG;Orio al Serio;Sezione di Bergamo - Laboratorio Diagnostica Generale;POLLO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Kanamicina;S
198.81;19/07/2018;;Lombardia;BG;Orio al Serio;Sezione di Bergamo - Laboratorio Diagnostica Generale;POLLO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Oxacillina;R
198.81;19/07/2018;;Lombardia;BG;Orio al Serio;Sezione di Bergamo - Laboratorio Diagnostica Generale;POLLO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Penicillina;R
198.81;19/07/2018;;Lombardia;BG;Orio al Serio;Sezione di Bergamo - Laboratorio Diagnostica Generale;POLLO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Spectinomicina;S
198.81;19/07/2018;;Lombardia;BG;Orio al Serio;Sezione di Bergamo - Laboratorio Diagnostica Generale;POLLO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Tetraciclina;R
198.81;19/07/2018;;Lombardia;BG;Orio al Serio;Sezione di Bergamo - Laboratorio Diagnostica Generale;POLLO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Tilmicosina;S
198.81;19/07/2018;;Lombardia;BG;Orio al Serio;Sezione di Bergamo - Laboratorio Diagnostica Generale;POLLO;ANIMALE VIVO/CARCASSA;Gen. Pasteurella;Trimetoprim + Sulfonamidi;R
202.99;24/07/2018;040BG021;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Acido Nalidixico;R
202.99;24/07/2018;040BG021;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Amoxicillina + Ac.Clavulanico;R
202.99;24/07/2018;040BG021;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Ampicillina;R
202.99;24/07/2018;040BG021;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Cefalexina;R
202.99;24/07/2018;040BG021;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Cefazolina;R
202.99;24/07/2018;040BG021;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Ceftiofur;S
202.99;24/07/2018;040BG021;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Colistina;S
202.99;24/07/2018;040BG021;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Enrofloxacin;R
202.99;24/07/2018;040BG021;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Eritromicina;R
202.99;24/07/2018;040BG021;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Florfenicolo;R
202.99;24/07/2018;040BG021;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Gentamicina;R
202.99;24/07/2018;040BG021;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Kanamicina;R
202.99;24/07/2018;040BG021;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Oxacillina;R
202.99;24/07/2018;040BG021;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Penicillina;R
202.99;24/07/2018;040BG021;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Spectinomicina;R
202.99;24/07/2018;040BG021;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Tetraciclina;R
202.99;24/07/2018;040BG021;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Tilmicosina;R
202.99;24/07/2018;040BG021;Lombardia;BG;Brignano Gera d'Adda;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;ANIMALE VIVO/CARCASSA;Escherichia coli;Trimetoprim + Sulfonamidi;R
203.675;24/07/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Amoxicillina + Ac.Clavulanico;S
203.675;24/07/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Ampicillina;S
203.675;24/07/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Cefalotina;S
203.675;24/07/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Ceftiofur;S
203.675;24/07/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Enrofloxacin;S
203.675;24/07/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Eritromicina;S
203.675;24/07/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Kanamicina;R
203.675;24/07/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Oxacillina;S
203.675;24/07/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Penicillina;S
203.675;24/07/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Pirlimicina;R
203.675;24/07/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Rifampicina;S
203.675;24/07/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Sulfisoxazolo;R
203.675;24/07/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Tetraciclina;R
203.675;24/07/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Tilmicosina;S
203.675;24/07/2018;020BG003;Lombardia;BG;Bariano;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Trimetoprim + Sulfonamidi;S
206.189;25/07/2018;053BG018;Lombardia;BG;Caravaggio;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Amoxicillina + Ac.Clavulanico;S
206.189;25/07/2018;053BG018;Lombardia;BG;Caravaggio;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Ampicillina;S
206.189;25/07/2018;053BG018;Lombardia;BG;Caravaggio;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Cefalotina;S
206.189;25/07/2018;053BG018;Lombardia;BG;Caravaggio;Sezione di Bergamo - Laboratorio Diagnostica Generale;BOVINO;LATTE;Gen. Streptococcus;Ceftiofur;S
